ArticleTitle,Question,Answer
leopard,How long is a leopard's tail?,60 to 110cm
leopard,How long is a leopard's tail?,60-110cm
leopard,How long is a leopard's tail?,NULL
leopard,How much does a leopard weigh?,Males are considerably larger than females and weigh 37 to 90 kg compared to 28 to 60 kg for females. 
leopard,How much does a leopard weigh?,(because of ambiguity) - 28-90kg 
leopard,How much does a leopard weigh?,NULL
leopard,Does a male leopard weigh more than a female leopard?,yes
leopard,Does a male leopard weigh more than a female leopard?,yes
leopard,Does a male leopard weigh more than a female leopard?,NULL
leopard,What is the difference between leopards and cheetahs?,The leopard has rosettes rather than cheetah's simple spots and the leopard is larger and less lanky than the cheetah.
leopard,What is the difference between leopards and cheetahs?,"The leopard has rosettes rather than cheetah's simple spots, but they lack internal spots, unlike the jaguar. The leopard is larger and less lanky than the cheetah but smaller than the jaguar."
leopard,What is the difference between leopards and cheetahs?,NULL
leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,"As of 1996, the leopard had the largest distribution of any wild cat, although populations before and since have shown a declining trend and are fragmented outside of subsaharan Africa."
leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,the leopard had the largest distribution of any wild cat.
leopard,How does the distribution size of the leopard compare to the distribution of other wild cats?,NULL
leopard,What resembles that of the similarly-sized cougar in the Americas?,The leopard's ecological role
leopard,"What was one of the many species described in Linnaeus's 18th-century work, Systema Naturae?",Felis pardus
leopard,What sort of cats are solitary?,Leopards
leopard,Are leopards circular?,No
leopard,Is the leopard solitary?,Yes
leopard,What centred in Sierra?,The leopard men
leopard,Felis pardus was what?,"One of the many species described in Linnaeus's 18th-century work, Systema Naturae"
leopard,Has the New Zealand Rugby League featured the Otahuhu Leopards and then the Tamaki Leopards ?,Yes
leopard,Were the Leopard men a West African secret society who practised cannibalism ?,Yes
leopard,Was the leopard tank a German designed tank which entered service in 1965 ?,Yes
leopard,Is the black color heritable and caused by only one recessive gene locus ?,Yes
leopard,"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?",Yes
leopard,Can a panther be any of several species of large felid?,Yes
leopard,Is the leopard an agile and graceful predator?,Yes
Liechtenstein,Is Liechtenstein bordered by Switzerland?,Yes
Liechtenstein,Is Liechtenstein bordered by Switzerland?,Yes
Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes
Liechtenstein,Is Liechtenstein the smallest German-speaking country in the world?,Yes
Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes
Liechtenstein,Was Liechtenstein part of the ancient Roman province of Raetia?,Yes
Liechtenstein,When was the first factory opened?,1836
Liechtenstein,When was the first factory opened?,1836
Liechtenstein,How many municipalities is Liechtenstein divided into?,11
Liechtenstein,How many municipalities is Liechtenstein divided into?,11
Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc
Liechtenstein,What is the national currency of Liechtenstein?,Swiss franc
Liechtenstein,Has Leichtenstein worked to promote the county's image by prosecuting international money-laundering?,Yes
Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways
Liechtenstein,What company administers Leichtenstein's railways?,Austrian Federal Railways
Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,two-thirds
Liechtenstein,What percentage of Liechtenstein's population is foreign-born?,67%
Liechtenstein,Is there an airport in Liechtenstein?,No.
Liechtenstein,Is there an airport in Liechtenstein?,No
Liechtenstein,Is Liechtenstein heavily urbanized?,No.
Liechtenstein,Is Liechtenstein heavily urbanized?,No
Liechtenstein,Is Liechtenstein doubly landlocked?,Yes.
Liechtenstein,Is Liechtenstein doubly landlocked?,Yes
Liechtenstein,Does Liechtenstein have an army?,No.
Liechtenstein,Does Liechtenstein have an army?,No
Liechtenstein,When was Liechtenstein's current constitution adopted?,October 1921.
Liechtenstein,When was Liechtenstein's current constitution adopted?,Oct-21
Liechtenstein,What is the official language of Liechtenstein?,German.
Liechtenstein,What is the official language of Liechtenstein?,German
Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria.
Liechtenstein,What countries border Liechtenstein?,Switzerland and Austria
Liechtenstein,What Roman province was Liechtenstein part of?,Raetia.
Liechtenstein,What Roman province was Liechtenstein part of?,Raetia
Liechtenstein,How many municipalities are within Oberland?,6
Liechtenstein,How many municipalities are within Oberland?,6
Liechtenstein,What is the smallest German-speaking country in the world?,Liechtenstein
Liechtenstein,"The Savings and Loans Bank was founded, as was the first cotton-weaving mill in what year?",1861
Liechtenstein,What enjoys one of the world's highest standards of living?,Liechtenstein's population
Liechtenstein,Does the state court rule on the conformity of laws?,Yes
Liechtenstein,What do most recognizable international company and largest employer have in common?,They are Hilti.
Liechtenstein,Is Liechtenstein heavily urbanized?,No
Liechtenstein,Was Liechtenstein completed in November 2000?,No
Liechtenstein,What completed in November?,the Kunstmuseum Liechtenstein
Liechtenstein,The State Court rules what?,on the conformity of laws with the constitution
Liechtenstein,The Historical Society of the Principality of Liechtenstein plays what?,a role in preserving the culture and history of the country.
Liechtenstein,Is the museum collection also the national art collection of Liechtenstein ?,Yes
Liechtenstein,Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Yes
Liechtenstein,Are nationals referred to by the plural : Liechtensteiners ?,Yes
Liechtenstein,"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",Yes
Liechtenstein,Is it a winter sports resort?,Yes
Liechtenstein,Is it the smallest german-speaking country in the world?,Yes
Liechtenstein,"What happened in moravia , lower austria , silesia , and styria , though in all cases , these territories were held in fief under other more senior feudal lords?",The Liechtenstein Dynasty acquired vast swaths of land
Lima,Is Lima the capital of Peru?,Yes.
Lima,Is the Museum of Gold in Lima?,Yes.
Lima,Does Lima have volleyball venues?,Yes.
Lima,When was Lima founded?,"January 18,1535."
Lima,Where is the Park of the Reserve located?,Near the downtown area.
Lima,What is a colectivo?,Automobiles that renders express service on some major roads of the Lima Metropolitan Area.
Lima,Is the National University of San Marcos in Lima?,Yes.
Lima,Has the San Lorenzo Megaport Project been completed?,No.
Lima,How many years ago was the Lima Stock Exchange the most profitable in the world?,Three
Lima,Is rainfall very low?,Yes.
Lima,Is lima the capital  and  largest  city  of Peru?,Yes.
Lima,"Is The GDP  per capita in Lima $ 7,600  /  ref )?",Yes.
Lima,The Spanish Crown named Pizarro governor of what?,Hemming.
Lima,Is it true that the ideas of the Enlightenment shaped the development of the city?,Yes.
Lima,The ideas of the Enlightenment shaped the development of what?,"the city, Lima"
Lobster,Are lobsters invertebrates?,Yes
Lobster,Are lobsters invertebrates?,Yes
Lobster,Are lobsters kosher?,No
Lobster,Are lobsters kosher?,No
Lobster,Do lobsters have blue blood?,yes
Lobster,Do lobsters have blue blood?,Yes
Lobster,How many legs do lobsters have?,10
Lobster,How many legs do lobsters have?,10
Lobster,Where are lobsters found?,In all oceans.
Lobster,Where are lobsters found?,In all oceans
Lobster,What is the mean level of mercury in American lobsters?,0.31 ppm
Lobster,What is the mean level of mercury in American lobsters?,0.31 ppm
Lobster,Do lobsters feel pain?,yes.
Lobster,Do lobsters feel pain?,Yes
Lobster,Did the Moche people worship lobsters?,yes.
Lobster,Did the Moche people worship lobsters?,Yes
Lobster,What is the caridoid escape reaction?,Swimming backwards quickly by curling and uncurling their abdomen.
Lobster,What is the caridoid escape reaction?,When lobsters swim backwards quickly by curling and uncurling their abdomen
London,Is London the capital of the United Kingdom?,Yes
London,Is London the capital of the United Kingdom?,Yes
London,Does London's population draw from a wide range of religions?,Yes
London,Does London's population draw from a wide range of religions?,Yes
London,Did Caunte take control of the English throne in 101?,No
London,Over how many languages are spoken in London?,Over 300 languages are spoken in london
London,Over how many languages are spoken in London?,Over 300
London,What had the Anglo-Saxons created by the 600s?,"By the 600s, the Anglo-Saxons had created a new settlement called Lundenwic."
London,What had the Anglo-Saxons created by the 600s?,a new settlement called Lundenwic
London,What city in the UK has been subjected to bouts of terrorism?,London has been subjected to bouts of terrorism.
London,What city in the UK has been subjected to bouts of terrorism?,London
London,What countries did James VI of Scotland unite?,James VI of Scotland united Scotland and England.
London,What countries did James VI of Scotland unite?,England and Scotland
London,How did civil wars affect England during the Middle Ages?,London remained relatively untouched
Lyre,Are the strings of a classical lyre made of gut?,Yes
Lyre,Does a classical lyre have a sound-chest?,Yes
Lyre,Is lyre played in mordern Greece?,No
Lyre,Which part of the strings does the left hand touch?,The lower strings
Lyre,In which place is lyre still played?,North-eastern parts of Africa
Lyre,Does a classical lyre have a fingerboard?,Yes
